City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,talnakh,69.4865,88.3972,-2.79,95,100,9.13,RU,1675914772
1,port blair,11.6667,92.75,82.44,69,40,11.5,IN,1675914755
2,dikson,73.5069,80.5464,-2.22,85,89,13.69,RU,1675914676
3,skibbereen,51.55,-9.2667,40.21,85,12,4.79,IE,1675914998
4,collie,-33.3667,116.15,86.7,24,0,6.73,AU,1675914998
5,norman wells,65.282,-126.8329,-12.96,77,75,0.0,CA,1675914697
6,zapolyarnyy,69.4154,30.8136,33.08,84,98,33.58,RU,1675914999
7,bredasdorp,-34.5322,20.0403,64.51,83,1,8.75,ZA,1675914661
8,naze,28.3667,129.4833,63.52,69,100,17.34,JP,1675914836
9,chara,56.9064,118.2631,-4.76,86,31,1.28,RU,1675914691
10,hermanus,-34.4187,19.2345,67.8,83,76,11.41,ZA,1675914641
11,tefe,-3.3542,-64.7114,73.6,98,91,2.06,BR,1675914999
12,erzin,36.9559,36.2,32.94,52,0,3.51,TR,1675915000
13,umkomaas,-30.2067,30.7978,74.68,80,100,14.16,ZA,1675915000
14,ushuaia,-54.8,-68.3,49.66,87,20,9.22,AR,1675914634
15,vaini,-21.2,-175.2,84.36,79,75,4.61,TO,1675914653
16,ilebo,-4.3167,20.5833,69.4,90,97,2.77,CD,1675915001
17,cabedelo,-6.9811,-34.8339,77.67,82,65,9.75,BR,1675914757
18,busselton,-33.65,115.3333,82.29,35,0,2.91,AU,1675914656
19,uinskoye,56.8817,56.5813,2.8,100,86,4.03,RU,1675915001
20,saint george,37.1041,-113.5841,49.95,49,0,4.61,US,1675914653
21,port alfred,-33.5906,26.891,67.17,98,100,3.65,ZA,1675914626
22,olafsvik,64.8945,-23.7142,24.03,60,100,21.68,IS,1675914781
23,port hardy,50.6996,-127.4199,39.38,93,100,25.32,CA,1675914783
24,batagay,67.6333,134.6333,-45.51,95,77,0.47,RU,1675914761
25,agen,44.2,0.6333,28.49,93,0,2.3,FR,1675915002
26,atuona,-9.8,-139.0333,79.2,79,46,22.5,PF,1675914650
27,rikitea,-23.1203,-134.9692,80.15,73,4,14.32,PF,1675914650
28,muros,42.7762,-9.0603,42.84,85,0,9.69,ES,1675915002
29,flinders,-34.5833,150.8552,73.18,87,100,4.0,AU,1675914727
30,lavrentiya,65.5833,-171.0,-11.99,97,100,2.51,RU,1675914827
31,vargashi,55.3556,65.8467,11.93,96,100,6.87,RU,1675915003
32,saint-philippe,-21.3585,55.7679,81.99,82,67,11.59,RE,1675914652
33,georgetown,5.4112,100.3354,84.13,83,20,4.61,MY,1675914582
34,kruisfontein,-34.0033,24.7314,62.89,80,95,2.39,ZA,1675914668
35,hobart,-42.8794,147.3294,72.27,56,75,12.66,AU,1675914447
36,kushmurun,52.4503,64.6311,-2.18,96,100,8.9,KZ,1675915004
37,mayor pablo lagerenza,-19.9309,-60.7718,76.3,78,40,4.56,PY,1675915004
38,santa comba,43.0331,-8.8093,39.67,88,0,4.61,ES,1675915004
39,cape town,-33.9258,18.4232,70.38,72,0,5.75,ZA,1675914660
40,arraial do cabo,-22.9661,-42.0278,75.06,88,75,3.44,BR,1675914765
41,barao de melgaco,-16.1944,-55.9675,73.08,92,83,2.77,BR,1675914858
42,lukovetskiy,64.2956,41.9211,28.94,89,100,12.37,RU,1675915005
43,aklavik,68.2191,-135.0107,-29.22,99,95,3.42,CA,1675914643
44,mahebourg,-20.4081,57.7,81.25,83,75,11.5,MU,1675914756
45,nikolskoye,59.7035,30.7861,35.49,93,100,10.36,RU,1675914646
46,lagoa,39.05,-27.9833,56.46,73,100,12.46,PT,1675914980
47,kapaa,22.0752,-159.319,80.58,72,0,19.57,US,1675914711
48,clyde river,70.4692,-68.5914,-32.57,68,75,5.75,CA,1675914478
49,coquimbo,-29.9533,-71.3436,62.33,94,20,6.91,CL,1675914503
50,carnarvon,-24.8667,113.6333,87.42,53,63,15.05,AU,1675914647
51,punta arenas,-53.15,-70.9167,48.31,71,0,8.05,CL,1675914627
52,tura,25.5198,90.2201,73.36,39,48,2.93,IN,1675914694
53,cherskiy,68.75,161.3,-31.34,98,100,7.16,RU,1675914651
54,kaitangata,-46.2817,169.8464,57.31,53,83,10.25,NZ,1675915007
55,hualmay,-11.0964,-77.6139,72.34,85,24,7.11,PE,1675915007
56,semiletka,55.3603,54.6153,3.43,100,96,4.14,RU,1675915007
57,zhanaozen,43.3,52.8,25.59,54,93,16.46,KZ,1675915008
58,albany,42.6001,-73.9662,32.27,80,81,2.75,US,1675914610
59,artesia,33.8658,-118.0831,64.54,52,0,4.61,US,1675915008
60,mar del plata,-38.0023,-57.5575,68.02,92,0,3.44,AR,1675914676
61,nieuwpoort,51.1244,2.7735,32.02,80,89,5.75,BE,1675915008
62,hobyo,5.3505,48.5268,77.65,75,45,16.13,SO,1675915009
63,san policarpo,12.1791,125.5072,79.54,83,100,16.78,PH,1675915009
64,port macquarie,-31.4333,152.9167,78.89,58,100,12.39,AU,1675915010
65,vrsac,45.1167,21.3036,25.92,93,0,3.44,RS,1675915010
66,bermejo,-32.8833,-68.8,80.51,41,40,6.91,AR,1675915011
67,dingle,10.9995,122.6711,82.04,72,97,15.93,PH,1675914655
68,kabul,34.5,69.4167,29.55,97,100,3.78,AF,1675914900
69,seddon,-37.8068,144.8916,91.31,55,0,14.97,AU,1675915011
70,mitsamiouli,-11.3847,43.2844,81.01,79,90,8.52,KM,1675915011
71,hilo,19.7297,-155.09,76.73,73,75,10.36,US,1675914696
72,yulara,-25.2406,130.9889,101.62,12,5,5.68,AU,1675915012
73,caravelas,-17.7125,-39.2481,75.15,87,41,5.21,BR,1675914825
74,ravar,31.2656,56.8055,44.64,41,0,1.16,IR,1675915012
75,avarua,-21.2078,-159.775,82.45,74,40,12.66,CK,1675914638
76,aras,42.5617,-2.356,28.81,93,75,0.0,ES,1675915013
77,oistins,13.0667,-59.5333,77.09,78,40,19.57,BB,1675914583
78,kashi,39.4547,75.9797,31.21,59,75,8.95,CN,1675915013
79,patos,-7.0244,-37.28,76.73,68,99,4.79,BR,1675915014
80,atar,20.5169,-13.0499,69.82,21,100,2.1,MR,1675914641
81,pevek,69.7008,170.3133,-30.05,100,100,6.82,RU,1675914656
82,college,64.8569,-147.8028,5.58,84,75,0.0,US,1675914960
83,turayf,31.6725,38.6637,35.85,87,40,4.61,SA,1675915014
84,broome,42.2506,-75.833,37.78,68,0,5.75,US,1675914559
85,anito,12.4497,125.2886,79.03,87,100,12.93,PH,1675915015
86,lasa,46.6166,10.7002,21.36,70,32,1.79,IT,1675914708
87,thompson,55.7435,-97.8558,8.76,72,100,12.66,CA,1675914692
88,aden,12.7794,45.0367,75.94,72,2,3.06,YE,1675914859
89,bandundu,-3.3167,17.3667,70.7,91,83,3.33,CD,1675915015
90,bambous virieux,-20.3428,57.7575,81.21,83,75,11.5,MU,1675914702
91,castro,-24.7911,-50.0119,61.18,95,12,5.35,BR,1675914668
92,thinadhoo,0.5333,72.9333,81.18,72,100,6.71,MV,1675914635
93,vanavara,60.34,102.2797,8.06,93,100,4.29,RU,1675914648
94,mareeba,-17.0,145.4333,79.52,78,54,3.13,AU,1675915016
95,tommot,58.9564,126.2925,-8.28,92,89,0.18,RU,1675915016
96,castellammare del golfo,38.0188,12.8858,51.12,82,100,4.74,IT,1675915017
97,lebu,-37.6167,-73.65,58.55,95,5,10.27,CL,1675914477
98,constitucion,-35.3333,-72.4167,60.49,73,12,10.76,CL,1675914719
99,nouadhibou,20.931,-17.0347,62.58,63,100,6.91,MR,1675914777
100,kermanshah,34.3142,47.065,22.1,86,40,9.22,IR,1675915017
101,yevsino,54.4172,83.3222,-5.26,99,93,1.36,RU,1675915018
102,bairiki,1.3292,172.9752,86.0,74,75,17.27,KI,1675915018
103,saskylakh,71.9167,114.0833,-42.47,98,54,6.8,RU,1675914658
104,esperance,-33.8667,121.9,69.84,64,29,13.18,AU,1675914641
105,tasiilaq,65.6145,-37.6368,5.16,54,96,9.75,GL,1675914661
106,kaduqli,11.0167,29.7167,63.3,14,57,8.14,SD,1675915019
107,prince rupert,54.3161,-130.3201,40.69,86,100,33.38,CA,1675915019
108,tiznit,29.5833,-9.5,47.64,62,1,1.92,MA,1675915019
109,moyale,3.5167,39.0584,67.78,45,9,7.72,KE,1675915020
110,kavieng,-2.5744,150.7967,83.46,71,100,6.15,PG,1675914630
111,koygorodok,60.445,50.9968,24.8,89,100,8.57,RU,1675915020
112,coahuayana,18.7333,-103.6833,70.41,91,3,3.02,MX,1675914432
113,victoria,22.2855,114.1577,73.96,82,96,11.99,HK,1675915007
114,poltavka,54.3663,71.7632,-10.68,100,100,5.97,RU,1675915021
115,roald,62.5833,6.1333,43.75,70,20,26.46,NO,1675914779
116,butaritari,3.0707,172.7902,81.36,82,65,20.47,KI,1675914638
117,russell,32.3502,-85.1999,69.03,88,0,0.0,US,1675915023
118,tuatapere,-46.1333,167.6833,57.13,57,79,11.16,NZ,1675914410
119,cayenne,4.9333,-52.3333,77.04,94,75,4.61,GF,1675914754
120,acarau,-2.8856,-40.12,77.58,81,98,8.37,BR,1675915024
121,sao joao da barra,-21.6403,-41.0511,73.04,92,100,8.57,BR,1675914479
122,alice springs,-23.7,133.8833,96.35,19,1,12.66,AU,1675915025
123,bereda,43.2686,-7.5406,35.42,98,66,4.12,ES,1675914769
124,nome,64.5011,-165.4064,-0.33,78,100,6.91,US,1675914489
125,sampit,-2.5333,112.95,90.66,54,92,3.24,ID,1675915026
126,prado,-17.3411,-39.2208,75.38,86,14,6.96,BR,1675914766
127,mataura,-46.1927,168.8643,55.47,62,87,8.75,NZ,1675914639
128,taonan,45.3333,122.7833,20.07,55,100,5.14,CN,1675915028
129,hithadhoo,-0.6,73.0833,81.57,72,77,9.73,MV,1675914739
130,hofn,64.2539,-15.2082,23.77,47,0,15.73,IS,1675914791
131,denpasar,-8.65,115.2167,85.71,70,40,5.75,ID,1675914772
132,acapulco,16.8634,-99.8901,76.66,67,14,5.75,MX,1675914892
133,umm lajj,25.0213,37.2685,63.16,44,100,15.3,SA,1675914868
134,shingu,33.7333,135.9833,53.1,34,56,3.51,JP,1675914644
135,windhoek,-22.5594,17.0832,63.1,83,55,4.45,NA,1675915030
136,jalu,29.0331,21.5482,50.22,48,43,14.65,LY,1675915031
137,kapit,2.0167,112.9333,90.73,54,77,0.67,MY,1675915032
138,codrington,-38.2667,141.9667,70.32,59,2,11.54,AU,1675914824
139,ankang,32.68,109.0172,46.2,69,100,2.82,CN,1675915033
140,east london,-33.0153,27.9116,67.14,94,100,2.3,ZA,1675914478
141,bengkulu,-3.8004,102.2655,83.34,63,96,4.92,ID,1675914624
142,jamestown,42.097,-79.2353,31.64,92,0,5.75,US,1675914382
143,sepuka,-4.75,34.5333,59.86,98,100,3.94,TZ,1675915034
144,arcachon,44.5875,-1.0519,28.72,86,0,0.0,FR,1675915035
145,vestmannaeyjar,63.4427,-20.2734,29.48,57,100,33.71,IS,1675914813
146,nelson bay,-32.7167,152.15,76.1,74,100,18.01,AU,1675914650
147,chuy,-33.6971,-53.4616,70.81,93,32,7.2,UY,1675914665
148,lakes entrance,-37.8811,147.981,73.54,69,42,11.97,AU,1675915036
149,tayu,-6.5397,111.0518,85.32,69,80,12.33,ID,1675915037
150,ribeira grande,38.5167,-28.7,52.77,80,28,8.99,PT,1675914660
151,touros,-5.1989,-35.4608,78.82,81,13,11.18,BR,1675914411
152,chicama,-7.8447,-79.1469,70.34,78,50,4.36,PE,1675914933
153,manokwari,-0.8667,134.0833,77.34,83,100,0.58,ID,1675915038
154,camacha,33.0833,-16.3333,54.82,62,40,11.5,PT,1675914704
155,deputatskiy,69.3,139.9,-40.72,97,91,3.47,RU,1675914857
156,tecoanapa,16.5167,-98.75,76.32,69,13,4.25,MX,1675914495
157,ilulissat,69.2167,-51.1,-7.58,64,20,4.61,GL,1675914835
158,xicotencatl,23.0167,-98.8833,63.57,60,95,15.64,MX,1675915039
159,san patricio,28.017,-97.5169,56.84,78,67,4.18,US,1675914802
160,dunedin,-45.8742,170.5036,57.25,54,91,14.14,NZ,1675914826
161,belle fourche,44.6714,-103.8522,37.06,68,61,14.45,US,1675915040
162,yellowknife,62.456,-114.3525,-6.45,84,75,9.22,CA,1675914639
163,qaqortoq,60.7167,-46.0333,23.59,89,100,9.51,GL,1675914772
164,mikkeli,61.6886,27.2723,35.71,87,100,12.66,FI,1675915041
165,new norfolk,-42.7826,147.0587,71.91,40,98,1.99,AU,1675914657
166,adrar,20.5022,-10.0711,66.4,16,97,7.4,MR,1675914848
167,charyshskoye,51.3978,83.5598,19.35,94,100,1.9,RU,1675915042
168,ponta do sol,32.6667,-17.1,58.71,75,44,6.8,PT,1675914636
169,qaanaaq,77.484,-69.3632,-25.04,64,14,6.06,GL,1675914646
170,sarakhs,36.5449,61.1577,43.27,85,100,13.24,IR,1675915043
171,kahului,20.8947,-156.47,75.85,70,20,18.01,US,1675914699
172,grand-lahou,5.1367,-5.0242,77.2,91,59,5.3,CI,1675915044
173,san cristobal,7.7669,-72.225,68.18,74,24,0.56,VE,1675914724
174,aksarka,66.5606,67.7975,-2.58,93,62,5.5,RU,1675915045
175,camopi,3.1655,-52.3158,71.74,100,100,2.08,GF,1675915045
176,bluff,-46.6,168.3333,55.8,56,77,18.63,NZ,1675914670
177,simpang,-1.2667,104.0833,82.51,76,97,4.9,ID,1675915046
178,galle,6.0367,80.217,81.32,74,44,3.71,LK,1675915048
179,pangnirtung,66.1451,-65.7125,-22.13,72,18,6.55,CA,1675915049
180,coria,39.9879,-6.5377,45.45,90,5,5.48,ES,1675915051
181,oria,43.2554,-2.0187,36.03,85,0,1.99,ES,1675915051
182,faanui,-16.4833,-151.75,81.28,71,9,7.05,PF,1675914416
183,pirot,43.1531,22.5861,16.72,90,20,4.07,RS,1675915052
184,griffith,41.5284,-87.4237,39.13,77,100,5.75,US,1675915052
185,bousso,10.4795,16.7117,71.58,21,30,5.93,TD,1675915053
186,los andes,-32.8337,-70.5983,71.01,39,0,1.77,CL,1675914801
187,kodiak,57.79,-152.4072,24.31,36,0,6.91,US,1675914706
188,bubaque,11.2833,-15.8333,74.16,66,1,10.58,GW,1675915054
189,port lincoln,-34.7333,135.8667,82.29,47,0,6.44,AU,1675914780
190,ponta delgada,37.7333,-25.6667,54.32,71,75,6.91,PT,1675915054
191,barrow,71.2906,-156.7887,-5.78,77,100,0.0,US,1675914640
192,praia,14.9215,-23.5087,68.54,77,75,12.66,CV,1675914834
193,arlit,18.7369,7.3853,68.97,18,0,6.24,NE,1675914523
194,geraldton,-28.7667,114.6,86.41,45,0,14.97,AU,1675914781
195,nyimba,-14.5566,30.8149,66.25,97,100,2.39,ZM,1675915055
196,sigli,5.3848,95.9609,82.38,69,56,3.58,ID,1675915055
197,bolitoc,15.7395,119.8769,85.42,55,100,3.67,PH,1675915056
198,grand forks,47.9417,-97.4337,30.13,86,75,4.61,US,1675915056
199,sterling,39.0062,-77.4286,51.12,61,75,3.44,US,1675914517
200,pochutla,15.7432,-96.4661,76.82,56,0,4.16,MX,1675914879
201,evensk,61.95,159.2333,-9.63,75,37,11.7,RU,1675914518
202,tete,-16.1564,33.5867,72.73,94,54,1.72,MZ,1675915057
203,kabo,7.6994,18.629,67.12,20,13,5.17,CF,1675915057
204,ocean city,39.2776,-74.5746,41.99,86,94,3.69,US,1675915057
205,richards bay,-28.783,32.0377,71.92,89,100,10.27,ZA,1675914717
206,khatanga,71.9667,102.5,-44.82,99,64,3.83,RU,1675914386
207,toora-khem,52.4675,96.11,10.0,90,100,1.36,RU,1675915058
208,qrendi,35.8347,14.4583,49.66,93,100,13.8,MT,1675915058
209,port augusta,-32.5,137.7667,101.43,10,0,7.63,AU,1675914913
210,vila velha,-20.3297,-40.2925,78.75,85,40,4.61,BR,1675914765
211,sobolevo,54.4299,31.8996,15.35,98,88,4.92,RU,1675915059
212,isangel,-19.55,169.2667,80.71,89,100,9.22,VU,1675914692
213,altamont,42.2068,-121.7372,39.78,72,0,3.44,US,1675915059
214,kidal,18.4411,1.4078,71.8,15,0,9.55,ML,1675915060
215,sabha,27.0377,14.4283,50.65,45,22,14.43,LY,1675914701
216,severo-kurilsk,50.6789,156.125,23.38,56,87,21.99,RU,1675915060
217,guerrero negro,27.9769,-114.0611,60.82,54,16,1.3,MX,1675914692
218,podor,16.6527,-14.9587,69.75,52,0,4.61,MR,1675914873
219,la trinidad,16.455,120.5875,73.98,45,76,3.31,PH,1675915061
220,ahipara,-35.1667,173.1667,69.53,56,27,10.0,NZ,1675914909
221,ketchikan,55.3422,-131.6461,37.87,87,100,10.36,US,1675915061
222,kaputa,-8.4689,29.6619,65.75,79,100,3.71,ZM,1675915062
223,kemi,65.8596,24.8228,35.37,87,100,27.63,FI,1675914989
224,arroyo,41.6096,-4.7969,36.1,85,0,5.75,ES,1675915062
225,semey,50.4111,80.2275,3.42,85,75,8.95,KZ,1675914761
226,piskivka,50.6938,29.6193,15.22,92,64,3.71,UA,1675915062
227,upernavik,72.7868,-56.1549,-30.28,84,2,8.52,GL,1675914647
228,husavik,66.0449,-17.3389,22.82,93,52,17.05,IS,1675914695
229,hasaki,35.7333,140.8333,52.29,37,8,17.76,JP,1675915063
230,chokurdakh,70.6333,147.9167,-25.49,96,100,5.46,RU,1675914647
231,makakilo city,21.3469,-158.0858,77.32,57,0,13.8,US,1675915063
232,srednekolymsk,67.45,153.6833,-27.18,96,100,6.46,RU,1675915064
233,cavnic,47.6667,23.8667,9.95,92,6,2.51,RO,1675915064
234,puerto ayora,-0.7393,-90.3518,79.56,92,75,5.99,EC,1675914659
235,fort nelson,58.8053,-122.7002,8.19,93,20,5.75,CA,1675915019
236,fortuna,40.5982,-124.1573,44.94,94,0,0.0,US,1675915065
237,moratuwa,6.773,79.8816,77.02,71,87,3.89,LK,1675915065
238,xichang,27.8964,102.2634,56.73,44,6,2.77,CN,1675914710
239,torbay,47.6666,-52.7314,29.39,96,100,14.97,CA,1675914664
240,iquique,-20.2208,-70.1431,71.64,82,10,1.74,CL,1675915066
241,wildeshausen,52.9,8.4333,31.21,63,71,10.18,DE,1675915066
242,svetlyy,54.675,20.1347,30.25,80,97,15.57,RU,1675915066
243,babayurt,43.6002,46.7789,21.79,96,100,6.53,RU,1675915067
244,saint-augustin,51.226,-58.6502,13.23,78,99,20.65,CA,1675914773
245,cockburn town,21.4612,-71.1419,76.62,77,9,24.87,TC,1675914796
246,luderitz,-26.6481,15.1594,62.55,96,67,10.07,NA,1675914852
247,nan,18.8333,100.6667,71.62,56,0,2.3,TH,1675915067
248,cidreira,-30.1811,-50.2056,76.08,83,24,18.92,BR,1675914364
249,kupang,-10.1667,123.5833,84.78,84,75,13.8,ID,1675915068
250,fairbanks,64.8378,-147.7164,5.59,84,40,0.0,US,1675914600
251,honningsvag,70.9821,25.9704,33.55,86,100,24.16,NO,1675914405
252,vuktyl,63.8567,57.3094,24.6,84,95,13.35,RU,1675914941
253,pitimbu,-7.4706,-34.8086,77.59,82,75,7.9,BR,1675915069
254,baiyin,36.5583,104.2081,26.31,69,6,4.43,CN,1675915069
255,beidao,34.5686,105.8933,42.6,43,2,0.54,CN,1675915069
256,tres arroyos,-38.3739,-60.2798,59.09,78,42,3.49,AR,1675914804
257,kawalu,-7.3817,108.2082,75.51,89,100,0.81,ID,1675915070
258,ust-ishim,57.6935,71.1665,5.31,95,100,6.26,RU,1675915070
259,iqaluit,63.7506,-68.5145,-27.67,68,0,26.46,CA,1675914672
260,mporokoso,-9.3727,30.125,59.0,92,100,1.9,ZM,1675915071
261,vila,42.0304,-8.1588,34.68,80,0,4.23,PT,1675915071
262,broken hill,-31.95,141.4333,92.57,12,0,8.75,AU,1675914452
263,saint anthony,45.0205,-93.218,35.53,80,0,9.22,US,1675915071
264,rincon,32.296,-81.2354,60.85,86,20,4.61,US,1675915072
265,provideniya,64.3833,-173.3,-5.69,65,100,11.18,RU,1675914406
266,kihei,20.785,-156.4656,75.85,70,20,16.11,US,1675914949
267,kolda,12.8833,-14.95,70.11,52,0,0.0,SN,1675915072
268,santa vitoria do palmar,-33.5189,-53.3681,71.11,93,57,6.98,BR,1675915073
269,luangwa,-15.6167,30.4167,69.49,97,83,1.7,ZM,1675915073
270,burns lake,54.2331,-125.7533,29.62,97,100,3.96,CA,1675914909
271,chanika,-5.4167,38.0167,68.83,96,100,0.96,TZ,1675915073
272,grindavik,63.8424,-22.4338,24.75,74,75,24.16,IS,1675914697
273,jonkoping,57.7814,14.1562,31.71,80,100,21.85,SE,1675915074
274,edd,13.9297,41.6925,76.33,85,65,6.71,ER,1675915074
275,rocha,-34.4833,-54.3333,69.64,81,20,7.76,UY,1675914867
276,okha,53.5739,142.9478,-15.72,89,91,15.97,RU,1675915017
277,narsaq,60.9167,-46.05,16.02,93,100,9.1,GL,1675914778
278,hare bay,48.8499,-54.0148,22.6,92,99,6.58,CA,1675915075
279,along,28.1667,94.7667,64.85,52,89,1.59,IN,1675915075
280,salalah,17.0151,54.0924,66.29,63,0,2.3,OM,1675914828
281,staryy nadym,65.6118,72.6842,11.93,96,100,4.21,RU,1675915076
282,temirtau,50.0544,72.9483,-3.44,98,98,12.03,KZ,1675915076
283,birobidzhan,48.8,132.95,4.5,64,0,3.36,RU,1675915076
284,najran,17.4924,44.1277,56.05,42,19,1.88,SA,1675914635
285,asau,46.4333,26.4,4.28,87,10,4.85,RO,1675914516
286,ayan,56.45,138.1667,-10.84,59,61,3.04,RU,1675915077
287,port hedland,-20.3167,118.5667,95.05,55,0,13.8,AU,1675914789
288,road town,18.4167,-64.6167,77.09,74,1,24.43,VG,1675915077
